issue_year,issue_no,ordinal,period_from,period_to,topic,crops,body,source_file
2024,1,6,2024-01-01,2024-01-07,감  자,감자,"❍ 겨울 시설재배는 재배지역에 따라 온화한 곳에서는 일찍 심을수록 유리하며 남부지방은 1월 중순까지가 파종 적기임
- 파종할 때 알맞은 감자 싹의 길이는 3~5㎝이며 뿌리의 발달이 충분해야 파종 후 뿌리내림이 좋고 초기 생육이 왕성함
- 파종 방법으로 폭이 좁은 이랑에 1줄 재배는 토양 용적이 적어 건조되기 쉬우므로 넓은 폭에 2열 재배가 감자 생육과 수량에 유리함
- 파종 후 1주일 정도 지나 감자 싹이 지표면에 올라오면 싹 부분의 비닐에 구멍을 뚫고 절개한 부분으로 잡초가 올라오는 것을 막고 온도 유지, 수분 보존을 위해 절개 부분을 흙으로 덮어줌
- 토양습도가 높고 저온일 때 검은무늬썩음병도 많이 나오는데 과습토양을 피하고 씨감자를 심기 전 산광 싹틔우기 해서 심으면 병 발생을 줄일 수 있음
- 감자는 14℃~23℃의 비교적 저온에서 생육이 가능하나 12월에 정식하므로 한겨울 온도 관리가 중요하므로 파종 후 생육 초기까지는 수막시설 활용 또는 2~3겹의 비닐로 보온을 유지하되 생육 후기 야간온도가 올라가지 않도록 주의함
- 폭설 대비하여 하우스 보강대를 설치하고 하우스 내 간이 터널 설치(낮에는 온도 상승을 방지하기 위해 터널을 걷어내야 함)",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,7,2024-01-01,2024-01-07,종자 신청 및 사전준비,감자,"❍ 지역 특성을 고려하여 재배방법에 따라 우량종자를 준비토록 하며 약제 및 전용비료 등 각종 자재는 미리 준비함
- 내년도 종자용으로 사용할 경우 이형립, 손상립, 협잡물이 섞이지 않도록 정선을 실시함
- 종자의 수명과 활력을 오래 유지하려면 알맞은 저장온도와 습도에 보관하고 병해충(썩음병, 쥐피해 등) 피해 등을 받지 않도록 관리함
❍ 봄감자 보급종 종자 신청
- 봄감자 공급가격(20㎏)",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,8,2024-01-01,2024-01-07,겨울철 시설하우스,,"❍ (환경관리) 겨울철 작물별 적정습도 유지로 생육관리 및 병 예방
- 보온커튼은 해가 뜨는 즉시 걷어 햇빛을 많이 받을 수 있도록 관리
- 작물별로 생육 시기별 최저 한계온도를 확보하여 동해 예방
- 과채류는 변온 관리하면 작물의 수량과 품질을 향상시키는 것은 물론 난방비 절감에도 도움이 됨
- 겨울철 하우스재배 시에는 시설 내의 이산화탄소 농도가 매우 낮아 수량 및 품질이 떨어지므로 이산화탄소 공급을 위해 환기, 유기물(퇴비, 볏짚, 가축분, 톱밥 등), 탄산시비 등을 실시함
❍ (폭설대비) 하우스 동 사이는 1.5m 이상 확보하고 제설 장비 준비
- 비닐하우스 끈을 팽팽하게 당겨두어 눈이 미끄러져 내려오도록 함
- 노후되거나 붕괴 우려 등 재해에 취약한 하우스는 보강 지주를 설치함
- 겨울철 휴작일 때는 비닐을 미리 걷어 피해를 예방
- 외부 보온덮개나 차광망 설치 시에는 눈이 잘 미끄러져 내려올 수 있도록 비닐을 덮는 등 필요한 조치를 함, 주변 배수로 정비",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,9,2024-01-01,2024-01-07,주요 시설채소,"딸기,방울토마토,수박,오이,참외","❍ (토마토) 일조부족, 저온, 과습 시 잎과 줄기가 가늘어지며 동화양분 부족에 의해 착과율 감소, 과실 비대와 착색이 늦고, 곰팡이병 발생
- 정식밀도 조절, 노화 잎과 병 발생 잎 제거, 화방당 착과 수 조절, 관수량 줄임, 양액 공급량 줄이고 EC를 높여 관리함
- 주요 병해충 발생환경 및 매개충 : 잎마름역병(높은 온도, 환기부족), 황화잎말림바이러스(담배가루이), 반점위조바이러스(총채벌레)
❍ (딸기) 광합성 저하 및 낮은 지온은 양분 흡수가 불량하여 생육 부진, 왜화(작은꽃)되어 약한 화방 출현 및 착과 불량, 잿빛곰팡이병 발생
- 주간 환기, 야간 보온 관리로 적온 유지, 오전 관수로 시설 내 과습 방지
❍ (오이) 줄기가 가늘고 연약하게 자라며 착과가 어렵고 곡과, 낙과,끝이 가는과 등의 기형과 발생, 잿빛곰팡이병, 균핵병 발생 등
- 햇빛이 강하고 광합성이 왕성한 날에는 야간의 온도를 높여주고 구름이 끼어 광합성이 약하면 야간의 온도를 약간 낮추어 관리함
❍ (참외) 꽃눈분화기에 고온으로 관리하면 암꽃의 착생이나 착과가 나빠지고 밤 온도가 너무 낮으면 배꼽과 등의 기형과가 발생하므로 주의
- 어린 모종은 암꽃 분화가 늦고 노화 모종은 초기 생육이 부진하니 유의
- 비료가 부족하면 요소 액비(0.3~0.5%액)를 엽면시비 함
❍ (수박) 육묘 시 주의할 점은 채광에 신경 쓰고 지나친 관수를  삼가며 저온에 견디도록 충분히 순화시킴
- 발아할 때까지 피복재를 덮어 차광하여 온도를 안정시키고 싹이 나면 온도를 낮추고 환기와 충분한 채광으로 건묘 육성에 주력
❍ 과채류 최저 한계 온도(℃)",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,11,2024-01-01,2024-01-07,봄배추 육묘상,"배추,복숭아,사과","❍ 모기르기를 할 때 상토를 구입하여 사용할 경우는 초기 생육에 필요한 비료량이 첨가되어 있어 물관리만으로 충분
❍ 모기르기 후기에 비료가 부족한 경우도 있으므로 아주심기 약 일주일 전부터 요소 0.1%액을 2∼3일 간격으로 뿌려주어 생육 촉진
❍ 물주는 시기는 가장자리 모가 약간 시들어 보일 때 충분한 양의 물을 주는 것이 좋음
❍ 너무 자주 물을 주면 모가 웃자라기 쉬우므로 주의
❍ 모기르기를 하는 동안 낮 온도가 25℃ 이상 되지 않도록 환경관리
❍ 추대(꽃대신장)가 늦은 만추대성 품종을 선택하고 낮은 온도가 되지 않도록 관리
❍ 저온이 얼마나 오래 지속되느냐에 따라 동해의 정도 차이가 있음
❍ 저온으로 내려가는 속도가 빠를수록 동결 후 해빙 속도가 빠를수록 피해가 심함
❍ 복숭아는 동해 한계온도 이하의 극저온이 2시간 이상 지속되면 매우 심각한 피해를 받음
❍ 사과의 동해는 겨울 또는 이른 봄에 저온보다 따뜻한 후 급격한 저온에 의해 더 크게 나타남",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,12,2024-01-01,2024-01-07,동해피해 예방 대책,가지,"❍ (안전지대) 신규 개원은 과종별로 동해 우려 없는 안전재배 지대에 재식
❍ (품종선택) 내한성 강한 품종 식재(품종에 따라 내한성 정도가 다름)
❍ (경사지) 추위에 약한 품종은 경사지 위쪽, 강한 품종은 낮은 쪽에 재식
❍ (배수) 배수 불량한 논 전환 과원은 암거 및 명거 배수시설 설치
❍ (주간부 피복) 대목 및 주간부를 지면에서 1m 방한 조치
- 두꺼운 부직포, 볏집, 신문지(15겹 이상) 등 보온성 높은 피복재 권장
- 외장용 백색페인트(백도제), 비닐소재, 신문(1∼3겹)은 보온효과 약함
❍ (냉기 유입) 냉기 유입 차단 및 방향 조절(방풍림, 방풍망 설치)
- 동해는 겨울철 찬바람에 의하여 조장되므로 상습적으로 동해를 받는지역에서는 방풍림 또는 방풍망 설치
❍ (재배관리) 과다결실로 인한 해거리 예방, 병해충 방제로 조기낙엽 방지, 적절한 시비 및 전정, 심경 통한 뿌리 활착 유도
❍ (지제부) 수피 상태와 피해 정도에 따라 회복정도 파악
- 수피 대부분 갈변된 경우, 피해가 심한 나무는 묘목을 다시 식재
- 수피 일부 갈변 또는 파열된 경우, 피해가 적은 나무는 파열부위를 밴딩 처리
❍ (주간부) 수피에 동해피해 받은 경우 병해충 방제 철저
- 수피 일부가 피해 받은 경우, 열매 달리는 양을 줄임
- 동해 피해로 인한 수세 약화로 인한 봄철 나무좀 등 해충방제 철저
❍ (가지) 가지와 꽃눈 피해 정도에 따라 착과량 확보
- 가지 정상, 꽃눈 대부분 피해 경우, 수세 안정 위해 착과량 가능한 많이 확보
- 가지, 꽃눈 부분적 피해 경우, 착과량 확보 위해 적화, 적과 시기 늦추어 실시",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,13,2024-01-01,2024-01-07,심비디움 (겨울철 관리),심비디움,"❍ 심비디움은 ‘물위의 배’라는 뜻으로, 우리나라에서는 겨울철에 꽃을 많이 피우고, 분화·절화·코사이지 용으로 쓰임
- 심비디움은 1화경에 15개 정도의 꽃들이 착생해 아름답고 화려
- 꽃의 감상 기간이 2개월 정도로 길며 서늘한 곳에서도 비교적 잘 생육하는 상록성 다년초임
❍ 심비디움속은 열대아시아를 중심으로 북쪽 히말리아, 동쪽 일본, 남쪽 호주 북부까지 넓은 지역에 90여종이 자생
❍ (온도관리) 겨울철 성수기에 고품질 출하를 위해서는 온도관리에 유의
- 주간 20∼25℃, 야간은 주간보다 10℃ 정도 낮게 유지
- 1년째의 겨울철 야간온도는 15∼20℃, 2년째는 10∼15℃, 개화 당해는 2∼15℃로 관리
- 개화 시 너무 낮은 온도와 높은 습도는 꽃잎에 반점이 생겨 상품 가치를 떨어뜨리고, 동해를 입으면 문드러지고 낙화함
- 만생종은 조생종보다 높은 야간온도를 유지시켜야 개화가 촉진됨
❍ (광관리) 호광성 난 종류로, 기온이 아주 높지 않다면 8만 Lux 정도의 강한 광선에서도 잘 자라고 화아분화 이후에는 3만 Lux 정도로 낮은 광도에서 관리
- 겨울철 일조가 너무 부족하게 되면 화색 발현이 불충분해지므로 유의
❍ (비료) 비료는 전용양액(N- P- K- Ca- Mg : 2.0- 1.5- 4.2- 3.8- 1.0 kg/10a) 또는 완효성 고형 비료(오스모코트, 몰코트, 롱커 등) 사용
❍ (가스장해) 동절기에는 밀폐된 환경으로 인해 난방 시 아황산가스 피해 주의
- 아황산가스 피해를 받으면 발생당일 잎 뒷면이 수침상으로 변하고 2∼5일 정도 지나면 잎이 탈색, 변색되어 낙엽짐
- 난방기 버너부분 청소 및 관리를 철저히 하고 배기가스 연통의 이음새가 벌어지지 않도록 주의",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,14,2024-01-01,2024-01-07,인삼,,"❍ 겨울철 잦은 비나 눈으로 토양 수분이 과다하면 이른 봄에 서릿발에 의해 뇌두가 손상되고, 이 부위에 잿빛곰팡이 병이 발생하기 쉬우므로 배수로를 정비해 적절한 토양 수분 관리를 해줌
❍ 본밭에서는 고랑 흙으로 두둑 위를 덮어 주면 보온․보습의 효과뿐만 아니라 염해 피해를 줄일 수 있음
❍ 폭설피해를 줄이기 위해서는 표준 규격 자재를 사용하고, 비용이 더 많이 소요되더라도 표준 해가림 설치를 하도록 함
- 폭설피해가 잦은 지역에서는 전후주연결식을 이용하는 것이 피해를 줄일 수 있음
❍ 폭설피해 예방을 위해서는 월동기 차광망을 걷어줌
- 미리 걷지 못한 경우는 지속적으로 제설작업을 해주고, 집단 붕괴의 우려가 있는 경우에는 중간 중간 차광망을 해체하여 연쇄붕괴로 인한 피해를 최소화 하여야 함
- 배수가 불량한 인삼포에 차광망을 걷어 두면 과습으로 인한 뿌리 부패와 뇌두 부분에 잿빛곰팡이병이 발생할 우려가 있으므로 비닐 등을 상면에 덮어 누수를 막아 주도록 함
❍ 폭설 피해를 받은 포장은 조속히 복구하며 고랑 및 배수로 정비를 철저히 하여 부패, 병의 전염 등 2차 피해를 최소화 해야 함",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,15,2024-01-01,2024-01-07,약용작물,,"❍ 보관 중인 약용작물은 저온(4℃ 이하)에 보관하여야 수확 후 발생할 수 있는 곰팡이독소의 오염을 억제 할 수 있음
- 보관할 때는 수분, 광선, 온도 등에 의해 품질이 변질 될 수 있으므로 직사광선이 닿지 않도록 불투명 포장재 또는 차광시설을 이용함
❍ 약용작물 종자는 밀봉하여 2 ~ 4℃로 보관 했을 때 발아력이 유지되므로 공기가 통하지 않도록 싸서 냉장 보관해줌
- 냉장 보관하지 않았다면 기온이 서서히 올라가는 3월부터는 냉장 보관해야 싹트는 비율을 높을 수 있고 종자가 균에 오염되는 것을 막을 수 있음",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,16,2024-01-01,2024-01-07,느타리 버섯,느타리버섯,"❍ (시설관리) 벽이나 천정에 응결수가 맺혀 누전이나 화재의 위험이 커지므로 주의함
❍ (온도관리) 겨울철 재배사 온도는 항상 10~16℃ 정도 유지될 수 있도록 관리
- 겨울철 외부 온도가 낮으므로 배지 및 실내 온도 관리에 주의함
❍ (습도관리) 버섯재배사 실내와 균상의 습도는 85% 내외 유지
- 물주기 작업 후에는 버섯에 수분이 오래 정체되지 않도록 주의
❍ (환기관리) 항상 신선한 공기가 순환될 수 있도록 환기관리 철저
- 겨울철 내·외부의 온도차가 크므로 낮시간을 이용하여 실시함
- 외부의 찬공기가 버섯에 직접 닿지 않도록 하고, 내·외부 온도차로 인한 습기로 세균성갈변병이 발생하기 쉬우므로 주의함
❍ (AI‧구제역‧ASF) 농장 안팎 세척 및 소독, 농장근로자 방역 수칙 준수, 외부 울타리 점검, 매개곤충 살충, 주변 물웅덩이 제거 등 차단 방역활동 철저
❍ (겨울철) 온도관리 기자재 활용 적정 온습도 및 청결 유지, 어린가축 건강관리 유의
❍ (화재예방) 환절기 전기 사용량 증가 대비 전기시설 안전점검 및 농장 내 소화기 비치",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,17,2024-01-01,2024-01-07,가축 질병 방역관리,오리,"❍ 10월부터 5개월간(2023년 10월∼2024년 2월) AI‧구제역 특별방역 대책기간 운영(농식품부, 농림축산검역본부, 가축위생방역지원본부)
❍ 농장 출입 시 소독 철저, 내부관리 철저, 축사 출입 시 장화 갈아신기 및 손 소독, 축사 내부 매일 소독 등 철저한 방역수칙 준수요청
- 축산 관계차량은 되도록 농장에 들어오지 못하도록 차단하고,  부득이한 경우 차량 전체, 특히 바퀴 및 하부 등을 추가 세척소독
❍ 양돈 농가에서는 아프리카돼지열병, 구제역 등을 막기 위해 ①외부 울타리, ②내부 울타리, ③입출하대, ④방역실, ⑤전실, ⑥물품 반입 시설, ⑦방충‧방조망, ⑧폐기물 보관 시설 등의 방역 시설 설치
- 전실에는 신발소독조, 신발장, 세척장비, 손 세척 또는 소독 설비를 설치하고, 반드시 전실을 통해서만 사육동 내부로 출입
- 장화를 축사 내부용/외부용으로 구분하고, 용도별 다른 색으로 구분하면 교차오염을 방지할 수 있음
❍ 가금농가에서는 야생조류가 접근하지 못하도록 사료나 잔반 등을 야외에 방치하지 말고, 계사와 퇴비장에 방조망을 설치하여야 함
- 농장에서 사용하는 농기계, 알 놓는 판(난좌), 알 운반도구 등을 야외에 보관하지 말고, 사용 후 세척·소독하여 실내에 보관
❍ 구제역 백신접종 미실시 농가는 관련법에 따라 과태료가 부과되므로 소(염소), 돼지 농가는 반드시 접종하도록 함
- 접종 전·후 방역복 착용, 주사기 재사용 금지, 세척 및 소독 등 철저한 방역관리로 구제역 전파 사전 차단
❍ 가축전염병 의심 시 즉시 방역기관 신고(1588-9060/4060)
❍ (감염초기) 사료섭취량 감소, 침울 또는 졸음, 호흡기 증상(눈물, 콧물), 녹변(녹색설사) 등의 임상증상이 나타남
- 감염 초기 경미한 증상을 보일 경우에도 즉시 신고 필요
❍ (주요증상) 급격한 폐사 증가(닭) 또는 산란율 저하(종계·종오리)
- 축사별 최근 7일산 평균 폐사수 대비 2배 이상 폐사 수 증가
- 최근 7일간 평균 산란율 대비 3% 이상 산란율 저하 시 신고
❍ (그 외 증상) 안면 종창(부어오름), 사경(신경증상, 목이 돌아감), 벼슬·다리 청색증(피부와 점막이 푸르스름한 색을 나타냄) 등
❍ 겨울철 극심한 축사 내외부 온도차 등에 대비하여 축종 및 축사시설에 따라 축사 내부 환경관리(청결) 및 방풍·보온 관리 철저
❍ (한우) 체온을 유지하는 데 드는 에너지가 증가하므로, 사료급여량을 늘리고, 송아지는 보온 관리를 통해 호흡기 질병과 설사병을 예방
❍ (젖소) 규칙적이고 위생적인 착유 관리 및 축사 바닥 청결관리 유의
- 축사 바닥에 습기가 많으면 유해균 증식, 가스발생, 유방염 발생, 번식률 하락 등 손실이 발생하므로 건조하고 부드럽게 관리
❍ (돼지) 일교차가 5℃ 이상이 되면 질병 저항력이 떨어지므로 유의하고, 특히 면역력이 약한 자돈의 온도관리에 신경 써야 함
- 출생 직후 30~35℃, 1주일 후 27~28℃, 젖뗀 뒤 22~25℃ 유지
- 갑작스러운 찬 공기 유입으로 호흡기 질병 등이 발생하지 않도록 주의하고, 찬 바람이 직접 피부에 닿지 않도록 돈사 환기 시 유의
❍ (닭) 20℃ 이하 환경에서 1℃ 낮아질때마다 사료 섭취량이 약 1%씩 증가하므로 적정온도를 유지해 사료비를 절감
- 1주령 이내 병아리는 저온에 취약하므로 입식 전부터 내부온도를 올려둬야 함
- 계사 유해가스 발생과 냉기류 유입을 차단하기 위해 환기량 조절 필요",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,18,2024-01-01,2024-01-07,동계 사료작물 관리,이탈리안라이그라스,"❍ 논뒷그루로 재배하는 이탈리안라이그라스나 호밀은 너무 자란 상태로 겨울나기에 들어가면 동해 등 피해를 받을 수 있으므로, 풀의 키가 15㎝ 내외가 유지되도록 하여 너무 웃자란 상태로 겨울을 나지 않도록 하여야 함
- IRG의 경우 월동에 들어갈 때인 12월 상순 경 알맞은 초장은 12~15cm
- 과습한 포장에서는 겨울나기 기간 중에 습해를 받지 않도록 배수로를 깊게 만들어서 물이 잘 빠지도록 함
❍ 겨울에 눈이나 비가 오면 논에 물이 잘 빠지지 않아 습기로 인한 피해가 발생하므로 미리 배수로를 정비하여 물이 고이는 곳이 없도록 함
- 습기로 인한 피해: 지온 하락, 생육 불량, 서릿발 피해 등
❍ 겨울 사료작물은 땅이 얼기 전에 땅 눌러주기를 하면 생산량이 많아짐.
- 땅을 눌러주면 토양수분을 보존하고 뿌리를 토양에 밀착해 겨울철에 마르거나 어는 피해를 줄일 수 있음
- 겨울철 찬바람이 뿌리까지의 도달을 막아 월동률을 향상시킴.
- 사료작물을 눌러주지 않아 겨울철에 마르거나 언 피해를 입으면 봄철 풀사료 생산성이 크게 떨어짐
- 특히 이탈리안라이그라스(IRG)는 뿌리가 땅 속 깊이 내려가지 않고 흙 표면에 넓게 퍼져서 자라기 때문에 반드시 눌러줘야 함
- 트랙터에 롤러를 붙여 눌러주는 것이 가장 좋으며 진압할 때 트랙터를 너무 빠르게 운행하지 않도록 주의해야 함
❍ 겨울철에는 전기 사용량이 높아지므로, 전열기 및 전기시설을 사전에 철저히 점검하여 축사 화재예방 및 안전 환경관리에 신경써야 함
❍ 농장 규모에 맞는 전력 사용(전력 사용량 변경 등)
❍ 환풍기, 보온등, 온풍기 등 전기기구와 전선의 관리 철저
❍ 분전반 내부 및 노출전선, 전기기계·기구의 먼지제거 등 청결 유지
❍ 축사 내‧외부의 전선 피복상태 등 점검 및 정기적인 전기안전 점검
❍ 사용하지 않는 전기기구는 플러그를 뽑아두고 습하지 않도록 관리
❍ 전기설비 점검과 개보수는 전문업체에 의뢰
❍ 축사 내 소화기 비치 및 소방차 진입로 확보, 재해대비 보험 가입",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,19,2024-01-01,2024-01-07,월동 관리,,"❍ (월동 외부 보온) 산간 지역의 온도 변화가 심한 지역에서는 보온자재를 이용하여 외부 보온 실시하고 내부에도 양쪽 끝에 보온판을 삽입하여야 함
- 추운 지역에서는 헝겊개포 위에 보온개포를 놓아 일정온도를 유지
- 저온 피해는 예방해야 하나 과보온으로 여왕벌이 다시 산란하지 않도록 주의
- 겨울철 바람이 심한 지역에서는 벌통에 직접 영향이 없도록 바람막이 외부 포장 필요
❍ (벌문 조절) 월동기에는 벌통의 벌문을 벌 한 마리가 들어갈 수 있는 공간만 열어주어 바깥 한기가 벌통 안으로 들어가는 것을 최소화함
- 외부기온이 포근한 날에는 벌문을 넓혀주어 봉군 내부의 온도가 올라가지 않도록 조절해야 함
- 폭설로 인해 벌문 앞에 눈으로 덮히는 경우나 동사로 죽은 벌로 인해 벌문이 막히는 경우가 있는데, 벌문이 막히면 환기에 문제가 발생하기 때문에 수시로 확인해서 벌문이 막히지 않도록 해야 함
❍ (월동장소) 겨울철에는 직사광선으로 인해 벌통의 온도가 올라가면 뭉쳐진 벌들이 활동을 하게 되어 피해가 발생함
- 겨울철 월동장소는 그늘지고 습기가 없는 장소가 적합함
- 양봉장에 비가림시설이 있는 경우, 그늘을 활용하기 위해 벌통을 시설 안쪽으로 배치해야 함
❍ (전기가온장치) 겨울철 높은 일교차를 극복하기 위한 방법으로, 가온장치를 활용하여 온도를 높여주는 방법이 있음
- 가온장치를 12℃로 설정하여 봉군 가장자리에 배치하게 되면 저온 시 봉군 내부의 온도차가 줄어들어 월동 봉군의 스트레스 감소에 도움이 됨
- (주의사항) 봉군 온도 설정이 높으면 과보온으로 봉구가 풀리거나 산란권 형성 등의 문제가 발생할 수 있음. 가온장치를 봉군 내부로 너무 붙이면 봉군이 가온판으로 몰리는 현상이 발생할 수 있으므로, 봉군 내부 가장자리 바깥쪽에 설치 및 유지. 전기 사용시 합선에 의한 화재의 위험성이 있기 때문에, 화재 예방을 위한 지속적인 관리 필요",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,20,2024-01-01,2024-01-07,자재 정리 보관,,"❍ (빈 벌통 정리) 합봉 등으로 남은 벌집은 내검칼을 이용하여 깨끗이 한 다음 화염분출기(토치)를 이용하여 불로 소독하며, 흠집난 곳은 보수하고, 맑은 날 페인트로 색칠을 하여 비를 피하고 습기가 없는 장소에 보관
❍ (기타 자재 보관) 내검칼, 봉솔, 훈연기, 자동사양기 등 사육 기간 사용된 자재들을 깨끗하게 세척하고 태양광으로 말리어 소독하여 창고에 보관하여 다음 해에 사육을 사전에 준비",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2024,1,21,2024-01-01,2024-01-07,쥐 방제,,"❍ 월동 중 최대의 피해는 쥐로 인해 발생되므로 쥐가 많이 서식하는 장소에서는 쥐 방제용 트랩을 설치하고, 벌문 출입구가 넓게 확장되어 있거나 벌통 모서리 등이 파손이 있는지 살펴 보수하여 사전 예방 조치",1호_1호_주간농사정보 제1호 (2024.1. 1.~1.7.).txt
2023,20,2,2023-05-15,2023-05-21,육묘,,"❍ 부직포 못자리를 너무 일찍 하게 되면 저온장해를 받을 우려가 있으므로 지역별 안전 파종 한계기를 고려하여 파종함
- 부직포 육묘과정은 종자최아(1㎜ 내외) → 파종 → 간이출아 → 못자리 치상 → 육묘상자 물주기 → 부직포 피복
- 부직포 피복 후 바람에 날리지 않도록 흙을 상자 옆에 1~1.5m 정도 간격으로 얹어 고정시킴
❍ 어린모 육묘는 적정 물 관리와 알맞은 온도 유지를 위해 출아기(30~32℃), 녹화기(20~25℃), 경화기(15~25℃)에 맞추어 주어야 함
- 모판이 지나치게 건조하면 생육장해를 받아 모가 고르지 못하고 과습하면 모가 쓰러지거나 뿌리 얽힘이 불량해지므로 물주는 양과 횟수를 조절함
- 출아 직후에 녹화기가 되면 직사광선을 일부 가려 백화묘가 발생되지 않도록 하며 지나치게 온도가 낮거나 높지 않도록 주의해야 함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,3,2023-05-15,2023-05-21,파종량(g/상자),,"❍ 비닐하우스못자리는 바닥에 부직포를 깔고 치상하여 수분이 일찍 마르는 현상을 방지함
- 하우스에는 20~30%의 차광망을 씌워서 고온피해나 백화현상을 피하도록 하고 차광망을 씌우지 못한 경우에는 모판 위에 못자리용 부직포를 덮어줌
❍ 입고병(모잘록병)은 봄철 녹화 개시 후 5~10℃로 저온 또는 출아온도가 지나치게 높거나 주야간 온도 차이가 큰 경우 발생하므로 등록된 약제로 방제함
- 출아할 때 온도는 30~32℃ 유지시키고 35℃를 넘지 않도록 관리하며 녹화기에는 25℃ 내외로 유지함
- 못자리에 발생했을 경우 적용약제로 종자 파종 후 살포함
❍ 뜸모는 육묘 중 7~20℃와 같이 급격한 온도변화와 종자 밀파로 상자내부가 과습하고 상토중의 산소가 부족하여 발생함
- 적정량의 종자파종과 적온을 유지시키며 파종 전에 적용약제를 사용함
❍ 백화묘 발생원인은 출아 직후 하얀 모를 갑자기 강한 햇볕과 낮은 온도에 두었을 때 엽록소가 형성되지 않아 발생함
- 출아 직후 상자모를 쌓을 때에 모 길이가 1㎝ 이하가 되도록 하고 녹화 시기에는 빛을 가려주며 온도는 20℃ 이하가 되지 않도록 관리함
❍ 들뜬모 발생 원인은 흙덮기로 사용한 흙이 점질토인 경우, 종자를 배게 뿌린 경우, 온도가 지나치게 높은 경우, 흙덮기 후 물주기를 하면 발생함
- 발생요인을 사전에 피하고 육묘 중 부득이 들뜬모가 발생된 경우에는 상자에 물대기를 하며 뿌리가 노출된 모는 흙을 더 뿌려줌",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,4,2023-05-15,2023-05-21,적기 모내기,벼,"❍ 지역별 알맞은 품종을 적기 이앙하면 수량 확보 및 미질 향상에 유리함
- 특수 2모작 늦모내기, 산간지대에서는 어린모 기계이앙을 지양함
- 어린모는 중묘(중간모)보다 출수가 3~5일 늦으므로 적기 내에서도 가급적 일찍 모내기를 마쳐야 함
❍ 너무 일찍 모내기하면 무효분얼(이삭이 안 달리는 가지)이 많아져 통풍이 잘 안되어 병해 발생이 늘어나고 고온기 등숙에 따른 호흡 증가로 벼알의 양분소모가 많아져 동할미(금간쌀)가 늘어남
- 등숙 적정온도는 20~22℃임(출수 후 40일간 평균온도)
❍ 완전미 수량 및 품질을 고려한 지역 및 지대별 중묘(중간모) 이앙적기
- 최근 기후 온난화에 따라 벼 모내는 시기가 지대별 이앙적기보다 조금씩 늦춰지고 있어, 수확량과 품질을 높이기 위해서는 이앙 적기보다 이른 시기 이앙은 피해야 함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,5,2023-05-15,2023-05-21,시비 관리,,"❍ 밑거름은 논갈이나 써레질 전에 뿌려 흙층에 고루 섞이도록 함
❍ 질소 시비량에 따른 쌀의 품질은 시비량이 증가할수록 완전미 비율이 떨어지고 청미, 유백미, 심복백미가 크게 증가하며 쌀의 투명도가 떨어져 품질을 저하시킴
- 질소비료 과다시용은 쌀의 단백질 함량 증가, 도복에 의한 간접적인 미질 및 수량 저하 등이 발생하므로 농업기술센터에서 발부받은 시비처방서에 따라 비료를 시용함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
2023,20,6,2023-05-15,2023-05-21,잡초 방제,벼,"❍ 논 잡초(피, 물달개비, 올챙이고랭이 등)는 벼 모내기 전·후 2차례로 나눠 방제를 실시함
- 써레질 후 모내기 5일 전에 적용약제를 1차로 처리하고 이앙 후 12~15일에 2차로 살포함
❍ 잡초는 발아 또는 출현 후에 제초제 성분을 흡수하기 때문에 제초제를 뿌린 다음에는 물을 3~5cm 깊이로 최소한 5일 이상 유지하여야 함",20호_20호_주간농사정보 제20호 (2023.05.15.~05.21.).txt
