issue_year,issue_no,ordinal,period_from,period_to,crop_group,pest_name,level,crop_names,body,source_file
2023,10,11,2023-08-01,2023-08-15,채소,"총채벌레류, 응애류, 가루이류",예보,"방울토마토,수박,오이,파프리카","❍ 시설재배 작물에서 꽃노랑총채벌레, 온실가루이, 담배가루이 등 기온이올라가면 확산 가능성이 있어 주의가 필요함
❍ 시설재배에서 발생하는 해충은 대부분 크기가 작고 연중 발생하고있으나, 발생 초기에 예찰이 어려워 피해를 입는 경우가 많음. 특히이 해충들은 식물체에 직접적인 피해를 줄 뿐만 아니라 그을음병을유발하거나 바이러스병을 전염시켜 작물에 피해를 줌⇒ 이들 해충은 끈끈이트랩 등을 활용하여 주의 깊게 예찰하고 발견즉시 계통이 다른 적용약제를 바꾸어가며 방제
❍ 꽃노랑총채벌레 등 총채벌레류가 오이, 파프리카 등에서 초기에방제가 이루어지지 않으면 확산 및 피해가 예상⇒ 황색 끈끈이트랩이나 타락법(흰색 종이를 이용 꽃과 잎을 두드려서 예찰) 등으로 예찰하고, 발생포장은 초기에 방제⇒ 꽃노랑총채벌레는 번데기 방제용으로 아큐레이퍼응애를 토양에투입하고, 지상부 유충과 성충 방제용으로는 유럽애꽃노린재,지중해이리응애 등 천적을 활용하면 효과적으로 방제가 가능함
❍ 담배가루이와 온실가루이는 남부와 중부지방 수확기에 있는 토마토와 하우스수박을 중심으로 밀도 증가가 예상되나 관리가소홀해질 시기로 품질저하 및 다음 작기 재배 작물에 피해가 우려됨
⇒ 수확 완료시기 까지 정밀예찰과 지속적인 방제 및 관리가 필요",10호.txt
2023,10,12,2023-08-01,2023-08-15,과수,과수화상병,주의보,사과,"❍ (과수화상병) 사과, 배 등의 병든 꽃은 수침상이 되고 쭈그러든후 흑갈색으로 변해 떨어지거나 나무에 매달려 있게 되고 꽃이달린 가지나 인접한 가지로 진전되어 잎맥을 따라 흑갈색의병반이 생기고 병이 진전됨에 따라 병든 잎은 말리고, 쭈그러들어보통은 가지에 매달려 있음. 병든 가지의 나무껍질은 흑갈색으로변하면서 물러졌다가 후에 위축되고 단단해져 궤양병반을 형성⇒ 한번 걸리면 방제가 불가능하기 때문에 예방을 위하여 과수원을 청결하게 관리하고 농작업을 하는 사람의 과수원 출입시사람과 작업도구 등을 수시로 소독⇒ 의심증상 발견 시에는 전국 대표전화(1833-8572) 또는 가까운농업기술센터·농업기술원에 즉시 신고, 병균의 밀도가 낮아 진단되지 않더라도 갈변궤양은 끝에서 40~70cm 아래를 절단․제거
❍ (과수가지검은마름병) 과수화상병과 증상이 비슷하여 육안으로는구분이 불가하며, 발생시기와 전파경로, 피해증상이 유사함.
사과나무병징엽맥따라갈색병반형성 신초마름병징(지팡이모양) 과실 줄기 병징배나무병징꽃전체가시들고마름 신초마름병징(지팡이모양) 과실 줄기 병징",10호.txt
2023,10,13,2023-08-01,2023-08-15,과수,탄저병,주의보,"복숭아,사과,포도","❍ 사과, 복숭아, 포도 등에 발생하는 탄저병은 주요 관리 과수병으로병원균은 주로 습기가 많은 기후조건과 25℃ 전후 온도에서 감염이잘 이루어지므로 장마기 이후에 주의가 필요함
❍ 탄저병에 감염된 과실은 초기에 검정색 작은 반점이 껍질에 나타나며, 병이 커질수록 과실 표면이 움푹 들어가면서 과실 내부가갈색으로 변하면서 과실 표면에 많은 분생포자가 생겨 주변 건전한 과실을 감염. 특히 장마기나 바람이 많이 부는 날씨에는 분생포자들이 이동되는 시기이므로 철저한 관리가 필요
⇒ 지난해에 탄저병이 많이 발생했던 농가는 과원 내에 탄저병균이 남아 있을 수 있으므로 탄저병균의 밀도를 줄이기 위해 예방적으로 적용 살균제를 살포⇒ 또한 탄저병은 습한 환경조건에서 잘 발생하므로 과원 내 통풍이잘되게 하고 물 빠짐이 좋도록 관리",10호.txt
2023,10,14,2023-08-01,2023-08-15,과수,사과갈색무늬병,주의보,사과,❍ 사과 갈색무늬병은 포자의 공기전염에의해 병이 발생되며 포자의 비산은 7월이후에 증가 하여 8월에 가장 많은 양이 비산됨으로 8월 까지 가능한 강우전에 정기적으로 적용약제를 수관 내부까지 골고루 묻도록 충분한 양을 살포하여야 함,10호.txt
2023,10,15,2023-08-01,2023-08-15,과수,새눈무늬병·갈색무늬병,예보,포도,"❍ 포도 새눈무늬병은 잎에서 잎맥이 흑갈색으로 변하고, 진전되면 흑색 반점으로 확대되어 구멍이 뚫리며 열매와 가지에서는 초기에 흑갈색의 반점이 나타남⇒ 비가 많이 올 때 발생이 많으므로,병든 부위는 즉시 제거하고 봉지 씌우기 전에 등록약제로 방제
❍ 포도 갈색무늬병․노균병은 비가 자주 내리고 습도가 높을 때 발생이 많음
⇒ 잎과 과실을 자세히 살펴보아 발생 초기에 등록약제로 잎 뒷면까지 방제하되 가능한 비 오기 전․후 방제실시",10호.txt
2023,10,16,2023-08-01,2023-08-15,과수,"갈색날개매미충, 미국선녀벌레, 꽃매미",주의보,,"❍ 과수원의 돌발해충(갈색날개매미충, 미국선녀벌레, 꽃매미)은 높은온도로 인해 대부분 지역에서 부화가 완료되었으며, 약충기 방제가소홀한 과수원과 주변 산림에 밀도가 늘어날 것으로 예상되므로발생 과수원과 인접 산림 등에 대한 철저한 방제가 필요
⇒ 5∼6월에 약충 방제가 소홀했던 과원은 적용약제로 반드시 방제
❍ 돌발해충 성충 방제적기 및 구역 설정을 위한 성충 전국 발생 조사를7월 하순에서 8월 상순 추진 예정",10호.txt
2023,10,17,2023-08-01,2023-08-15,과수,복숭아순나방 ‧ 복숭아심식나방,예보,"복숭아,사과","❍ 과실 가해 나방류 중 복숭아순나방(3세대), 복숭아심식나방(2세대)이장마기를 거치면서 발생하므로 성페로몬트랩을 정기적으로 조사
❍ 주로 사과의 꽃받침 부분과 과경부에 산란하며, 부화한 유충이 과실을뚫고 들어가 피해를 줌.
⇒ 성페로몬트랩을 사과나무에 설치하여 5일 동안 끈끈이판에10마리 이상 포획되면 그로부터 7일 후에 적용 약제를 살포⇒ 교미교란제(성페로몬을 이용해 나방류 교미 방해)를 나무 상단부에걸어 복숭아심식나방의 교미를 저해하여 복숭아심식나방 다음
세대의 발생 밀도를 낮출 수 있음",10호.txt
2023,10,18,2023-08-01,2023-08-15,과수,"응애류, 노린재류",예보,사과,"❍ 점박이응애는 7∼8월에 많이 발생하며 비가 적을 때 발생이 급증하기 때문에 잎 뒷면을 잘 관찰하여 발생 초기에 방제 필요
⇒ 등록약제 살포시 잎 뒷면까지 약제가 골고루 묻을 수 있도록 방제기의 노즐을 미세하게 조절하여 정밀 살포 방제
❍ 갈색날개노린재, 썩덩나무노린재는 사과 흡즙 주요 노린재류는성충으로 월동하다가 4∼5월부터 발생을 시작해 7∼8월에 사과과실에 집중적으로 가해⇒ 노린재류가 과원에서 발견되면 심식나방류와 동시에 방제 가능한클로르피리포스 수화제, 비펜트린 수화제 등을 2∼3회 골고루 살포",10호.txt
2023,10,19,2023-08-01,2023-08-15,과수,점무늬낙엽병,예보,,"❍ 과실에서 5~6월부터 과점으로 감염되기 시작하여 8~9월까지감염되며, 흑색의 작은 반점을 형성하여 병반은 크게 확대되지않고 과실이 성숙하면 병반 주변이 적자색으로 됨
❍ 과실의 감염은 7~8월에 가장 많이 일어남으로 겹무늬썩음병 ,갈색무늬병과 동시 방제하는 것이 효과적임
1개월 기상전망            (출처 : 국립농업과학원, 기상청)기온은 1주, 3주는 평년과 비슷하거나 높겠고, 2주, 4주는 평년보다 높겠음
강수량은 1주는 평년보다 많겠고, 2주, 4주는 평년과 비슷하겠으며, 3주는평년과 비슷하거나 많겠음
❍ 1주(8.7~8.13): 북태평양고기압의 영향을 주로 받아 덥고 습한 날이 많겠고, 남서쪽에서 다가오는 저기압의 영향으로 많은 비가 오는 때가 있겠음
- 기온은 평년과 비슷하거나 높겠고, 강수량은 평년보다 많겠음
❍ 2주(8.14~8.20): 북태평양고기압의 영향을 주로 받겠으며, 대기불안정에의해 많은 비가 오는 때가 있겠음
- 기온은 평년보다 높겠고, 강수량은 평년과 비슷하겠음
❍ 3주(8.21~8.27): 북태평양고기압의 영향을 받겠으나, 남서쪽에서 다가오는 저기압의 영향으로 많은 비가 오는 때가 있겠음
- 기온은 평년과 비슷하거나 높겠고, 강수량은 평년과 비슷하거나 많겠음
❍ 4주(8.28~9.3): 북태평양고기압의 영향을 받겠으며, 대기불안정에 의해 많은 비가 오는 때가 있겠음
- 기온은 평년보다 높겠고, 강수량은 평년과 비슷하겠음
농업지대 지역 평균기온 강수량1주 2주 3주 4주 1주 2주 3주 4주(8.7~8.13) (8.14~8.20) (8.21~8.27) (8.28~9.3) (8.7~8.13) (8.14~8.20) (8.21~8.27) (8.28~9.3)1.태백고냉 대관령 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷2.태백준고냉 인제,홍천,제천 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷3.소백산간 충주,보은 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷4.노령소백산간 임실 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷5.영남내륙산간 추풍령,영주,문경 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷6.중북부내륙 춘천,양평 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷7.중부내륙 원주,이천 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷8.소백서부내륙 청주,대전,금산 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷9.노령동서내륙 정읍,남원,거창,산청 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷10.호남내륙 광주,순천,장흥 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷11.영남분지 대구,의성,구미,영천 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷12.영남내륙 진주,합천,밀양 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷13.중서부평야 서울,인천,수원,서산,강화,천안,보령 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷14.차령남부평야 군산,전주,부여,부안 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷15.남서해안 목포,완도,해남,고흥 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷16.남부해안 부산,통영,여수,거제,남해 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷17.동해안북부 속초,강릉 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷18.동해안중부 울진,영덕 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷19.동해안남부 포항,울산 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷20.제주 제주,성산,서귀포 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷평균 조금높음 높음 조금높음 높음 많음 비슷 조금많음 비슷10일(2023.07.30.~08.06.) 예보(기상청, 2023.07.27., 06:00)<기상예보>
❍ (기온) 아침 기온은 24~26℃, 낮 기온은 29~34℃로 평년(최저기온 22~25℃, 최고기온 29~33℃)과 비슷하겠음
❍ (강수) 30일~8월 2일 전국이 구름 많겠고, 8월 3일~6일 전국이 대체로 흐리겠음",10호.txt
2023,10,20,2023-08-01,2023-08-15,과수,점무늬낙엽병,예보,,"<날씨><최저/최고기온>최근 경과기상과 향후 기상전망<기온><강수량>연도별 평균기온
❍ ‘23년 1월부터 7월 4주차까지의 평균기온은 12.9℃로, 평년(11.7)보다
1.2℃ 높았음
- ’23년 7월 4주차의 평균기온은 25.9℃로, 평년(25.7)보다 0.2℃ 높았음
기 간 1월 2월 3월 4월 5월 6월7월 분석기간1.1~7.26 7.20~7.261주(6.29~7.5)2주(7.6~7.12)3주(7.13~7.19)4주(7.20~7.26)평균(℃)편차(℃)평균(℃)편차(℃)2023년 0.0 3.0 9.7 13.3 18.0 22.4 24.9 24.8 24.8 25.9 12.9 1.2 25.9 0.22022년 -0.2 0.4 8.0 13.9 18.2 22.5 26.8 26.7 25.0 25.1 12.5 0.8 25.1 -0.62021년 -0.4 3.9 9.0 13.4 16.9 21.9 23.4 25.0 26.7 27.5 12.7 1.0 27.5 1.82020년 3.0 3.8 8.0 10.9 17.7 22.7 21.4 23.3 21.5 23.0 12.5 0.8 23.0 -2.72019년 0.5 2.6 7.6 12.0 18.5 21.2 23.4 22.8 23.9 26.2 12.2 0.5 26.2 0.52018년 -1.8 0.0 8.2 13.3 17.8 22.1 23.9 23.1 27.8 29.3 12.0 0.3 29.3 3.62017년 0.3 1.8 6.4 13.8 18.6 21.7 25.2 26.1 26.5 27.5 12.5 0.8 27.5 1.82016년 -0.6 1.9 7.3 13.8 18.5 22.2 23.5 25.0 24.1 26.5 12.3 0.6 26.5 0.82015년 0.8 2.2 6.8 12.7 18.5 21.5 22.0 22.9 23.6 25.6 12.1 0.4 25.6 -0.12014년 0.7 2.7 7.7 13.3 18.3 21.7 23.2 24.7 24.7 26.4 12.6 0.9 26.4 0.72013년 -1.8 0.8 6.7 10.3 17.7 22.4 24.9 25.9 26.3 26.8 11.5 -0.2 26.8 1.110년평균 0.0 2.0 7.6 12.7 18.1 22.0 23.8 24.6 25.0 26.4 12.3 0.6 26.4 0.7평 년 -0.4 1.7 6.5 12.3 17.5 21.5 23.3 23.8 24.5 25.7 11.7 0.0 25.7 0.0* 10년 평균 : 최근 10년(2013~2022년)동안의 평균기온의 평균** 평년 : 30년(1991～2020년)동안의 평균기온의 평균*** 편차 : 평년의 평균기온에 대한 연도별 평균기온의 차이연도별 강수량
❍ ‘23년 1월부터 7월 4주차까지의 강수량의 합은 1,072.9㎜로, 평년(735.9)보다 337.0㎜ 많았음(평년대비 145.8%)
- ’23년  7월  4주 차 의  강 수 량 의  합 은  72.2㎜로, 평 년(51.8)보 다  20.4㎜  많 았 음
(평년대비 139.4%)기 간 1월 2월 3월 4월 5월 6월7월 분석기간1.1~7.26 7.20~7.261주(6.29~7.5)2주(7.6~7.12)3주(7.13~7.19)4주(7.20~7.26)합계(㎜)대비(%)합계(㎜)대비(%)2023년 44.9 20.0 30.5 70.2 207.2 210.1 118.0 94.7 265.0 72.2 1072.9 145.8 72.2 139.42022년 5.0 5.5 89.5 62.7 6.3 181.9 58.1 29.5 79.0 39.0 504.6 68.6 39.0 75.32021년 25.4 23.4 112.
1 77.5 138.9 94.7 93.4 118.0 17.8 0.4 698.1 94.9 0.4 0.82020년 85.7 62.1 34.4 44.0 107.4 194.3 76.0 76.3 101.5 139.8 854.8 116.2 139.8 269.92019년 9.7 34.5 42.6 80.8 65.0 151.5 32.5 33.5 61.2 112.3 591.7 80.4 112.3 216.82018년 25.5 36.6 116.",10호.txt
2023,10,21,2023-08-01,2023-08-15,과수,점무늬낙엽병,예보,"고구마,고추,녹두,멜론,무화과,미나리,복숭아,사과,상추,시금치,아욱,오리,자두,쪽파,치커리,포도,호박","2140.
3 135.2 147.2 166.2 23.6 0.0 0.0 767.7 104.3 0.0 0.02017년 18.6 36.0 26.1 72.8 31.0 63.1 91.2 80.7 58.5 36.5 506.2 68.8 36.5 70.52016년 32.9 50.6 62.8 163.
2 103.4 76.4 190.9 44.3 33.1 9.7 763.3 103.7 9.7 18.72015년 31.9 31.0 47.8 135.
6 70.1 103.3 16.8 118.4 6.5 52.2 598.7 81.4 52.2 100.82014년 14.0 34.8 82.3 89.3 84.2 85.7 37.7 29.8 56.0 32.2 544.7 74.0 32.2 62.22013년 29.7 53.9 60.9 79.9 132.3 105.9 100.4 45.3 66.0 43.8 717.6 97.5 43.8 84.610년평균 27.8 36.8 67.5 94.6 87.4 120.4 86.3 59.9 48.0 46.6 654.7 89.0 46.6 90.0평 년 30.6 37.5 63.0 90.7 108.0 151.4 76.0 77.2 70.5 51.8 735.9 100.0 51.8 100.0* 10년 평균 : 최근 10년(2013~2022년)동안의 강수량의 평균** 평년 : 30년(1991～2020년)동안의 강수량의 평균*** 대비 : 평년의 강수량에 대한 연도별 강수량의 비율
❍ 여름철 집중 호우·태풍 대비 농작물 및 농업시설물 안전관리요령
❍ 여름철 폭염(고온) 대비 농작물 관리요령8월 주요 품목별 농약 사용 주의보8월 주요 품목별 농약 사용 주의보★8월에 검출된 75개 조합(39품목/48성분)★* 이 자료는 국립농산물품질관리원 안전성조사 결과 중 ’22년도 부적합 발생 품목 및농약 성분을 바탕으로 작성했습니다.
□ 지역별 부적합 발생 우려 정보
❍ 주요 부적합 우려 품목(성분)
- [부산광역시] 근대(플루벤디아마이드, 터부포스),상추(카보퓨란), 시금치(리뉴론)
- [인천광역시] 치 커 리(플 룩 사 메 타 마 이 드, 터 부 포 스)
- [대전광역시] 아욱(플루벤디아마이드)
- [울산광역시] 아 로 니 아(프 로 클 로 라 즈, 피 디 플 루 메 토 펜)
- [경기도] 근대(플룩사메타마이드), 들깻잎(다이아지논), 바나나(스피노사드), 사과(프로사이미돈),상추(테부코나졸), 참나물(플루벤디아마이드), 포도(펜프로파트린), 호박잎(페노트린)
- [강원도] 단호박(프로파모카브), 당귀잎(카바릴,리뉴론, 티오벤카브), 멜론(테트라코나졸), 파슬리(다이아지논, 테부피림포스)
- [충청북도] 복숭아(펜토에이트), 자두(프로파자이트), 쪽파(포레이트)
- [충청남도] 가지(이미시아포스), 고구마(벤타존),고추(카보퓨란, 엔도설판, 플루벤디아마이드,이프로벤포스, 설폭사플로르), 대파(포레이트),들깻잎(펜디메탈린), 복숭아(디메토에이트, 오메토에이트), 사과(플루톨라닐), 상추(이미시아포스), 상황버섯(비펜트린, 클로르페나피르), 쪽파(이미시아포스), 포도(프로클로라즈)
- [전라북도] 고추(오리사스트로빈, 설폭사플로르),대추(아미설브롬), 복분자(메토밀, 피플루뷰마이드),복숭아(테트라메트린), 상추(이미시아포스, 오리사스트로빈, 테부코나졸), 참나물(플루벤디아마이드)
- [전라남도] 고 추(디 메 토 에 이 트, 오 메 토 에 이 트, 엔 도설판, 이피엔), 대파(터부포스), 들깻잎(포레이트),무화과(사이플루트린), 복숭아(펜프로파트린),쌀(페노트린), 취나물(알라클로르, 아이소프로티올레인, 테부코나졸), 패션푸룻(플룩사메타마이드),포도(피리달릴)
- [경상북도] 고추(플 루트 리 아폴), 녹 두(헥사 코 나졸),미나리(페니트로티온), 복숭아(트리사이클라졸),자두(페니트로티온), 취나물(플룩사메타마이드,아이소프로티올레인, 오리사스트로빈, 티아클로프리드), 케일(플룩사메타마이드, 프로클로라즈)",10호.txt
2023,10,22,2023-08-01,2023-08-15,과수,점무늬낙엽병,예보,"고추,당근,포도","- [경상남도] 고추(클로르페나피르, 디노테퓨란,설폭사플로르), 고춧잎(보스칼리드, 클로로탈로닐, 사이플루메토펜, 디페노코나졸, 플룩사메타마이드, 프로사이미돈, 피디플루메토펜,피리프록시펜), 근대(터부포스), 당근(카두사포스), 들깻잎(피리다벤), 바나나(스피노사드),포도(페노뷰카브, 네리이스톡신)
- [제주특별자치도] 밀(벤타존, 테부페노자이드)※ 전국적으로 토양처리 살충제 농약(입제) 성분인 터부포스,포레이트 잔류농약 부적합이 많이 발생되고 있습니다.
농업인께서는 해당 성분의 농약을 사용이 등록된 작물에만안전사용기준을 반드시 준수하여 살포하시기 바랍니다.
□ 부적합 발생 우려 품목/성분의 잔류허용기준 및 농약 등록 유무품목 검출성분 잔류허용기준(mg/kg) 잔류허용기준적용 근거농약 안전사용기준등록 유무‘22.8. ‘23.7.",10호.txt
